"state_name","county_fips","county_name","votes_gop_20","votes_dem_20","total_votes_20","per_gop_20","per_dem_20","per_point_diff_20","votes_dem_16","votes_gop_16","total_votes_16","per_dem_16","per_gop_16","state_abbr"
"Alabama","01071","Jackson County",19670,3717,23636,0.832205110847859,0.157260111694026,0.674944999153833,3663,16643,20785,0.176232860236,0.800721674284,"AL"
"Alabama","01073","Jefferson County",138843,181688,325848,0.426097444207115,0.557585131717856,-0.131487687510741,151581,130614,290111,0.522493114704,0.450220777564,"AL"
"Alabama","01075","Lamar County",6174,978,7193,0.858334491867093,0.135965522035312,0.722368969831781,1035,5819,6931,0.14932910114,0.839561390853,"AL"
"Alabama","01077","Lauderdale County",31721,11915,44339,0.71541983355511,0.268725050181556,0.446694783373554,9877,27735,38813,0.254476592894,0.714580166439,"AL"
"Alabama","01079","Lawrence County",12322,3562,16031,0.768635768199114,0.222194498159815,0.546441270039299,3611,10732,14623,0.246939752445,0.733912329891,"AL"
"Alabama","01081","Lee County",42221,27860,71449,0.590924995451301,0.38992848045459,0.200996514996711,20987,34321,57668,0.363928001665,0.595148089062,"AL"
"Alabama","01083","Limestone County",34640,13672,49235,0.703564537422565,0.277688636132832,0.425875901289733,9340,28824,39400,0.237055837563,0.731573604061,"AL"
"Alabama","01085","Lowndes County",1836,4972,6835,0.26861741038771,0.727432333577176,-0.458814923189466,4882,1751,6676,0.731276213301,0.262282804074,"AL"
"Alabama","01087","Macon County",1541,7108,8723,0.176659406167603,0.814857273873667,-0.638197867706064,7237,1394,8748,0.82727480567,0.159350708733,"AL"
"Alabama","01089","Madison County",102780,87286,194767,0.527707465843803,0.44815600178675,0.0795514640570528,62435,89199,159473,0.391508280399,0.559336063158,"AL"
"Alabama","01091","Marengo County",5343,5488,10900,0.490183486238532,0.50348623853211,-0.013302752293578,5607,5224,10948,0.512148337596,0.477164778955,"AL"
"Alabama","01093","Marion County",12205,1463,13807,0.88397189831245,0.105960744549866,0.778011153762584,1432,11273,12912,0.110904584882,0.873063816605,"AL"
"Alabama","01095","Marshall County",33191,5943,39655,0.836994073887278,0.149867608120035,0.687126465767242,4913,29217,34965,0.140511940512,0.835607035607,"AL"
"Alabama","01097","Mobile County",101243,79474,183164,0.552745080911096,0.433895306938045,0.118849773973052,68429,91087,163387,0.418815450434,0.557492334151,"AL"
"Alabama","01099","Monroe County",6147,4455,10668,0.576209223847019,0.417604049493813,0.158605174353206,4310,5771,10185,0.423171330388,0.566617574865,"AL"
"Alabama","01101","Montgomery County",33311,64529,99139,0.336002985706937,0.650894199053854,-0.314891213346917,58669,33928,94572,0.620363321068,0.358753119316,"AL"
"Alabama","01103","Morgan County",39664,13234,53722,0.738319496668032,0.24634228062991,0.491977216038122,11216,37392,49991,0.224360384869,0.747974635434,"AL"
"Alabama","01105","Perry County",1339,3860,5230,0.256022944550669,0.738049713193117,-0.482026768642447,3823,1403,5255,0.727497621313,0.266983824929,"AL"
"Alabama","01107","Pickens County",5594,4022,9668,0.578609846917666,0.416011584609019,0.162598262308647,3972,5454,9494,0.418369496524,0.574468085106,"AL"
"Alabama","01109","Pike County",8042,5636,13841,0.581027382414565,0.407196011848855,0.173831370565711,5039,7681,13025,0.386871401152,0.589712092131,"AL"
"Alabama","01111","Randolph County",8559,2203,10837,0.789794223493587,0.203285041985789,0.586509181507797,2290,7697,10130,0.226061204344,0.75982230997,"AL"
"Alabama","01113","Russell County",9864,11228,21329,0.462468939003235,0.526419428946505,-0.0639504899432697,9577,9210,19136,0.500470317726,0.48129180602,"AL"
"Alabama","01115","St. Clair County",36166,7744,44441,0.813798069350375,0.17425350464661,0.639544564703765,5550,31579,37937,0.146295173577,0.832406357909,"AL"
"Alabama","01117","Shelby County",79700,33268,114950,0.693344932579382,0.289412788168769,0.403932144410613,22927,72846,99208,0.231100314491,0.734275461656,"AL"
"Alabama","01119","Sumter County",1598,4648,6291,0.254013670322683,0.738833253854713,-0.48481958353203,4739,1581,6391,0.741511500548,0.247379126897,"AL"
"Alabama","01121","Talladega County",22235,13138,35663,0.623475310545944,0.368393012365757,0.255082298180187,12108,20596,33218,0.364501174062,0.620025287495,"AL"
"Alabama","01123","Tallapoosa County",14963,5859,20991,0.71282930779858,0.279119622695441,0.433709685103139,5271,12967,18504,0.284857328145,0.700767401643,"AL"
"Alabama","01125","Tuscaloosa County",51117,37765,90172,0.566883289712993,0.418810717295835,0.148072572417158,31746,47701,81708,0.388529886914,0.583798404073,"AL"
"Alabama","01127","Walker County",26002,4834,31170,0.834199550850176,0.155085017645172,0.679114533205005,4486,24208,29243,0.153404233492,0.827822042882,"AL"
"Alabama","01129","Washington County",6564,2258,8876,0.739522307345651,0.254393871113114,0.485128436232537,2366,6031,8492,0.278615167216,0.710197833255,"AL"
"Alabama","01131","Wilcox County",1833,4048,5903,0.31052007453837,0.685753006945621,-0.375232932407251,4329,1737,6095,0.710254306809,0.284987694832,"AL"
"Alabama","01133","Winston County",10195,974,11284,0.903491669620702,0.0863169088975541,0.817174760723148,871,9225,10255,0.0849341784495,0.899561189664,"AL"
"Alaska","02901","District 1",3511,3477,7360,0.477038043478261,0.47241847826087,0.00461956521739126,NA,NA,NA,NA,NA,NA
"Alaska","02902","District 2",3674,2104,6161,0.596331764323973,0.341503002759292,0.254828761564681,NA,NA,NA,NA,NA,NA
"Alaska","02903","District 3",6076,1903,8385,0.724627310673822,0.226952892069171,0.497674418604651,NA,NA,NA,NA,NA,NA
"Alaska","02904","District 4",4690,5345,10587,0.442996127325966,0.504864456408803,-0.0618683290828375,NA,NA,NA,NA,NA,NA
"Alaska","02905","District 5",4077,4204,8706,0.468297725706409,0.482885366413967,-0.014587640707558,NA,NA,NA,NA,NA,NA
"Alaska","02906","District 6",5770,3272,9518,0.606219794074385,0.343769699516705,0.26245009455768,NA,NA,NA,NA,NA,NA
"Alaska","02907","District 7",7027,2215,9664,0.727131622516556,0.229201158940397,0.497930463576159,NA,NA,NA,NA,NA,NA
"Alaska","02908","District 8",7618,1953,9957,0.765089886512002,0.196143416691775,0.568946469820227,NA,NA,NA,NA,NA,NA
"Alaska","02909","District 9",7787,2769,11047,0.704897257173893,0.25065628677469,0.454240970399203,NA,NA,NA,NA,NA,NA
"Alaska","02910","District 10",8081,2727,11256,0.717928216062544,0.24227078891258,0.475657427149965,NA,NA,NA,NA,NA,NA
"Alaska","02911","District 11",7096,3130,10686,0.664046415871233,0.29290660677522,0.371139809096013,NA,NA,NA,NA,NA,NA
"Alaska","02912","District 12",7893,2957,11280,0.699734042553191,0.262145390070922,0.43758865248227,NA,NA,NA,NA,NA,NA
"Alaska","02913","District 13",4652,2666,7765,0.599098518995493,0.343335479716677,0.255763039278815,NA,NA,NA,NA,NA,NA
"Alaska","02914","District 14",6714,4261,11534,0.582105080631177,0.369429512744928,0.212675567886249,NA,NA,NA,NA,NA,NA
"Alaska","02915","District 15",2671,2622,5593,0.477561237260862,0.468800286071876,0.00876095118898623,NA,NA,NA,NA,NA,NA
"Alaska","02916","District 16",3516,4274,8170,0.430354957160343,0.523133414932681,-0.0927784577723378,NA,NA,NA,NA,NA,NA
"Alaska","02917","District 17",2810,4136,7271,0.386466785861642,0.568835098335855,-0.182368312474213,NA,NA,NA,NA,NA,NA
"Alaska","02918","District 18",2760,4681,7759,0.355715942776131,0.603299394251837,-0.247583451475706,NA,NA,NA,NA,NA,NA
"Alaska","02919","District 19",1975,3118,5338,0.369988759835144,0.584113900337205,-0.214125140502061,NA,NA,NA,NA,NA,NA
"Alaska","02920","District 20",2383,4881,7544,0.315880169671262,0.647004241781548,-0.331124072110286,NA,NA,NA,NA,NA,NA
"Alaska","02921","District 21",3690,5414,9482,0.389158405399705,0.570976587217886,-0.181818181818182,NA,NA,NA,NA,NA,NA
"Alaska","02922","District 22",4684,4553,9597,0.488069188288007,0.474419089298739,0.0136500989892674,NA,NA,NA,NA,NA,NA
"Alaska","02923","District 23",3655,3810,7796,0.468830169317599,0.488712160082093,-0.0198819907644947,NA,NA,NA,NA,NA,NA
"Alaska","02924","District 24",5378,4736,10484,0.512972148035101,0.451735978634109,0.061236169400992,NA,NA,NA,NA,NA,NA
"Alaska","02925","District 25",4407,4600,9369,0.470381043868075,0.490980894439108,-0.0205998505710321,NA,NA,NA,NA,NA,NA
"Alaska","02926","District 26",5243,4558,20292,0.258377685787502,0.224620540114331,0.0337571456731717,NA,NA,NA,NA,NA,NA
"Alaska","02927","District 27",4324,4844,19037,0.227136628670484,0.254451856910227,-0.0273152282397436,NA,NA,NA,NA,NA,NA
"Alaska","02928","District 28",6162,6264,25580,0.240891321344801,0.24487881157154,-0.00398749022673963,NA,NA,NA,NA,NA,NA
"Alaska","02929","District 29",7464,2985,10784,0.69213649851632,0.276798961424332,0.415337537091988,NA,NA,NA,NA,NA,NA
"Alaska","02930","District 30",7180,2638,10226,0.702131820848817,0.257969880696264,0.444161940152552,NA,NA,NA,NA,NA,NA
"Alaska","02931","District 31",6971,5037,12481,0.558528964025318,0.403573431616056,0.154955532409262,NA,NA,NA,NA,NA,NA
"Alaska","02932","District 32",4440,3506,8361,0.531036957301758,0.419327831599091,0.111709125702667,NA,NA,NA,NA,NA,NA
"Alaska","02933","District 33",3059,7535,11016,0.277687000726216,0.684005083514887,-0.406318082788671,NA,NA,NA,NA,NA,NA
"Alaska","02934","District 34",4543,5763,10794,0.420881971465629,0.53390772651473,-0.113025755049101,NA,NA,NA,NA,NA,NA
"Alaska","02935","District 35",4769,5011,10149,0.469898512168687,0.493743225933589,-0.0238447137649029,NA,NA,NA,NA,NA,NA
"Alaska","02936","District 36",5114,3796,9292,0.550365906155833,0.408523461041756,0.141842445114077,NA,NA,NA,NA,NA,NA
"Alaska","02937","District 37",2358,2560,5168,0.456269349845201,0.495356037151703,-0.0390866873065015,NA,NA,NA,NA,NA,NA
"Alaska","02938","District 38",1737,3202,5299,0.327797697678807,0.60426495565201,-0.276467257973202,NA,NA,NA,NA,NA,NA
"Alaska","02939","District 39",1939,3580,5930,0.326981450252951,0.603709949409781,-0.27672849915683,NA,NA,NA,NA,NA,NA
"Alaska","02940","District 40",1994,2318,4628,0.43085566119274,0.500864304235091,-0.0700086430423509,NA,NA,NA,NA,NA,NA
"Arizona","04001","Apache County",11442,23293,35183,0.325213881704232,0.662052695904272,-0.33683881420004,12196,5315,18659,0.653625596227,0.284849134466,"AZ"
"Arizona","04003","Cochise County",35557,23732,60473,0.587981413192665,0.392439601144312,0.195541812048352,15291,25036,43147,0.35439312119,0.580248916495,"AZ"
"Arizona","04005","Coconino County",27052,44698,73346,0.368827202574101,0.609412919586617,-0.240585717012516,25308,16573,44929,0.563288744463,0.368870885174,"AZ"
"Arizona","04007","Gila County",18377,8943,27678,0.66395693330443,0.323108606113158,0.340848327191271,6746,13672,21398,0.315263108702,0.638938218525,"AZ"
"Arizona","04009","Graham County",10749,4034,14996,0.716791144305148,0.269005068018138,0.44778607628701,3301,8025,11939,0.276488818159,0.672166848145,"AZ"
"Arizona","04011","Greenlee County",2433,1182,3688,0.65970715835141,0.320498915401302,0.339208242950108,1092,1892,3243,0.336725254394,0.583410422448,"AZ"
"Arizona","04012","La Paz County",5129,2236,7460,0.687533512064343,0.299731903485255,0.387801608579089,1318,3381,4931,0.267288582438,0.685662137497,"AZ"
"Arizona","04013","Maricopa County",995665,1040774,2069475,0.481119607629954,0.502916923374286,-0.0217973157443312,549040,590465,1201934,0.456797128628,0.491262415407,"AZ"
"Arizona","04015","Mohave County",78535,24831,104705,0.750059691514254,0.237151998471897,0.512907693042357,16485,54656,74189,0.22220275243,0.736712989796,"AZ"
"Arizona","04017","Navajo County",27657,23383,51783,0.53409420079949,0.45155746094278,0.0825367398567098,15362,18165,35409,0.43384450281,0.513005168178,"AZ"
"Arizona","04019","Pima County",207758,304981,520735,0.398970685665454,0.585674095269187,-0.186703409603733,195649,147019,360762,0.542321530538,0.407523519661,"AZ"
"Arizona","04021","Pinal County",107077,75106,185037,0.57867885882283,0.405897198938591,0.172781659884239,35737,53857,93805,0.380971163584,0.574137839134,"AZ"
"Arizona","04023","Santa Cruz County",6194,13138,19561,0.316650477991923,0.671642554061653,-0.354992076069731,10684,3650,14926,0.715797936487,0.244539729331,"AZ"
"Arizona","04025","Yavapai County",91527,49602,143280,0.638798157453936,0.346189279731993,0.292608877721943,29705,58862,92780,0.320165984048,0.634425522742,"AZ"
"Arizona","04027","Yuma County",36534,32210,69926,0.52246660755656,0.460629808654864,0.0618367989016961,18336,20586,40759,0.449863833755,0.505066365711,"AZ"
"Arkansas","05001","Arkansas County",4304,1818,6292,0.684043229497775,0.28893833439288,0.395104895104895,1939,3825,6167,0.314415437003,0.62023674396,"AR"
"Arkansas","05003","Ashley County",5548,2125,7926,0.699974766590966,0.26810497098158,0.431869795609387,2408,5338,8027,0.299987542046,0.665005606079,"AR"
"Arkansas","05005","Baxter County",15836,4635,21007,0.753843956776313,0.220640738801352,0.533203217974961,4163,14655,19572,0.212701818925,0.74877375843,"AR"
"Arkansas","05007","Benton County",73965,42249,119912,0.61682734004937,0.352333377810394,0.264493962238975,27894,60751,94262,0.29591988288,0.644490887102,"AR"
"Arkansas","05009","Boone County",13652,3064,17114,0.797709477620661,0.17903470842585,0.618674769194811,2925,12225,15912,0.183823529412,0.768288084465,"AR"
"Arkansas","05011","Bradley County",2335,1214,3654,0.639025725232622,0.33223864258347,0.306787082649152,1317,2163,3617,0.364113906552,0.598009400055,"AR"
"Arkansas","05013","Calhoun County",1636,479,2182,0.749770852428964,0.219523373052246,0.530247479376719,636,1554,2250,0.282666666667,0.690666666667,"AR"
"Arkansas","05015","Carroll County",7424,4023,11797,0.6293125370857,0.34101890311096,0.288293633974739,3334,6773,10656,0.312875375375,0.635604354354,"AR"
"Arkansas","05017","Chicot County",1752,2260,4103,0.427004630757982,0.550816475749452,-0.12381184499147,2350,1716,4149,0.56640154254,0.413593637021,"AR"
"Arkansas","05019","Clark County",4616,3438,8395,0.549851101846337,0.409529481834425,0.140321620011912,3606,4398,8365,0.431081888822,0.525762104005,"AR"
"Arkansas","05021","Clay County",4086,962,5183,0.78834651746093,0.185606791433533,0.602739726027397,1999,3779,5978,0.334392773503,0.632151221144,"AR"
"Arkansas","05023","Cleburne County",10328,1988,12680,0.814511041009464,0.156782334384858,0.657728706624606,2101,9454,11968,0.175551470588,0.789939839572,"AR"
"Arkansas","05025","Cleveland County",2867,651,3600,0.796388888888889,0.180833333333333,0.615555555555556,723,2460,3299,0.2191573204,0.745680509245,"AR"
"Arkansas","05027","Columbia County",5500,2814,8616,0.638347260909935,0.326601671309192,0.311745589600743,3140,5456,8837,0.355324205047,0.617404096413,"AR"
"Arkansas","05029","Conway County",5694,2615,8685,0.655613126079447,0.301093839953944,0.354519286125504,2655,4844,7837,0.338777593467,0.618093658288,"AR"
"Arkansas","05031","Craighead County",25558,11921,38511,0.663654540261224,0.309547921373114,0.35410661888811,10474,22798,34968,0.299530999771,0.651967513155,"AR"
"Arkansas","05033","Crawford County",18607,4959,24091,0.772363123158026,0.205844506247146,0.56651861691088,4476,16655,22155,0.202031144211,0.751749040849,"AR"
"Arkansas","05035","Crittenden County",7333,8514,16367,0.448035681554347,0.520193071424207,-0.0721573898698601,8368,6953,15798,0.52968730219,0.440119002405,"AR"
"Arkansas","05037","Cross County",4946,1772,6942,0.712474791126476,0.255257850763469,0.457216940363008,1995,4577,6831,0.292050944225,0.670033670034,"AR"
"Arkansas","05039","Dallas County",1573,963,2649,0.593808984522461,0.363533408833522,0.230275575688939,1165,1507,2741,0.425027362277,0.549799343305,"AR"
"Arkansas","05041","Desha County",1921,2016,4164,0.46133525456292,0.484149855907781,-0.0228146013448607,2227,1915,4226,0.526975863701,0.453147184098,"AR"
"Arkansas","05043","Drew County",4349,2426,6908,0.629559930515345,0.351187029530979,0.278372900984366,2364,3967,6552,0.360805860806,0.605463980464,"AR"
"Arkansas","05045","Faulkner County",34421,18347,54428,0.632413463658411,0.337087528477989,0.295325935180422,14525,29170,46364,0.313281856613,0.62915192822,"AR"
"Arkansas","05047","Franklin County",5677,1300,7129,0.796324870248282,0.182353766306635,0.613971103941647,1376,5034,6698,0.205434458047,0.751567632129,"AR"
"Arkansas","05049","Fulton County",3961,1035,5119,0.773783942176206,0.202187927329557,0.57159601484665,1067,3470,4744,0.224915682968,0.731450252951,"AR"
"Arkansas","05051","Garland County",29069,14045,44199,0.657684562999163,0.317767370302496,0.339917192696667,12283,26053,40337,0.3045095074,0.645883432085,"AR"
"Arkansas","05053","Grant County",6794,1268,8200,0.828536585365854,0.154634146341463,0.67390243902439,1407,5160,6855,0.205251641138,0.752735229759,"AR"
"Arkansas","05055","Greene County",12670,3058,16100,0.78695652173913,0.189937888198758,0.597018633540373,3056,10698,14422,0.21189848842,0.741783386493,"AR"
"Arkansas","05057","Hempstead County",4470,2138,6848,0.652745327102804,0.312207943925234,0.34053738317757,2371,4391,6984,0.339490263459,0.62872279496,"AR"
"Arkansas","05059","Hot Spring County",9202,3082,12557,0.732818348331608,0.245440789997611,0.487377558333997,3137,8153,11815,0.265509944985,0.690055014812,"AR"
"Arkansas","05061","Howard County",3367,1340,4834,0.696524617294166,0.277203144393877,0.41932147290029,1350,3155,4634,0.29132498921,0.680837289599,"AR"
"Arkansas","05063","Independence County",11250,2806,14512,0.775220507166483,0.193357221609702,0.581863285556781,2878,9925,13443,0.214089117013,0.738302462248,"AR"
"Arkansas","05065","Izard County",4631,1021,5810,0.797074010327022,0.175731497418244,0.621342512908778,1111,4042,5396,0.205893254262,0.749073387695,"AR"
"Arkansas","05067","Jackson County",3593,1365,5091,0.705755254370458,0.268120212139069,0.437635042231389,1583,3262,5093,0.310818770862,0.640486942863,"AR"
"Arkansas","05069","Jefferson County",9521,14981,25158,0.378448207329676,0.595476587964067,-0.217028380634391,15721,9231,25683,0.612116964529,0.359420628431,"AR"
"Arkansas","05071","Johnson County",6938,2283,9498,0.730469572541588,0.240366392924826,0.490103179616761,2421,6072,8997,0.269089696566,0.674891630544,"AR"
"Arkansas","05073","Lafayette County",1757,839,2679,0.655841731989548,0.31317655841732,0.342665173572228,1028,1750,2835,0.362610229277,0.617283950617,"AR"
"Arkansas","05075","Lawrence County",4569,1080,5857,0.780092197370668,0.184394741335155,0.595697456035513,1263,4064,5629,0.224373778646,0.7219754841,"AR"
"Arkansas","05077","Lee County",1286,1423,2848,0.451544943820225,0.499648876404494,-0.0481039325842697,1735,1229,3004,0.577563249001,0.409121171771,"AR"
"Arkansas","05079","Lincoln County",2729,1032,3875,0.704258064516129,0.266322580645161,0.437935483870968,1252,2455,3814,0.32826428946,0.64368117462,"AR"
"Arkansas","05081","Little River County",3715,1226,5177,0.717597063936643,0.236816689202241,0.480780374734402,1397,3604,5192,0.26906779661,0.694144838213,"AR"
"Arkansas","05083","Logan County",6441,1544,8225,0.783100303951368,0.187720364741641,0.595379939209726,1712,5737,7839,0.21839520347,0.731853552749,"AR"
"Arkansas","05085","Lonoke County",22884,6686,30662,0.746330963407475,0.218054921401083,0.528276042006392,5638,19902,26766,0.210640364642,0.743555256669,"AR"
"Arkansas","05087","Madison County",5658,1563,7351,0.769691198476398,0.212624132771052,0.557067065705346,1587,4917,6782,0.23400176939,0.725007372457,"AR"
"Arkansas","05089","Marion County",5783,1531,7503,0.770758363321338,0.204051712648274,0.566706650673064,1377,5077,6718,0.204971717773,0.755730872283,"AR"
"Arkansas","05091","Miller County",11920,4245,16529,0.721156754794603,0.256821344303951,0.464335410490653,4273,11293,16015,0.266812363409,0.705151420543,"AR"
"Arkansas","05093","Mississippi County",7296,4558,12342,0.591152163344677,0.369308053800032,0.221844109544644,5621,6988,12995,0.432550981147,0.537745286649,"AR"
"Arkansas","05095","Monroe County",1545,1147,2816,0.548650568181818,0.407315340909091,0.141335227272727,1298,1400,2766,0.469269703543,0.506146059291,"AR"
"Arkansas","05097","Montgomery County",3046,731,3873,0.786470436354247,0.188742576813839,0.597727859540408,735,2573,3445,0.213352685051,0.746879535559,"AR"
"Arkansas","05099","Nevada County",2133,1076,3358,0.635199523525908,0.320428826682549,0.314770696843359,1156,2001,3233,0.357562635323,0.618929786576,"AR"
"Arkansas","05101","Newton County",3192,709,3998,0.7983991995998,0.177338669334667,0.621060530265133,699,2875,3731,0.18734923613,0.770570892522,"AR"
"Arkansas","05103","Ouachita County",5294,3995,9629,0.54979748675875,0.414892512202721,0.134904974556029,4320,5347,9881,0.437202712276,0.541139560773,"AR"
"Arkansas","05105","Perry County",3479,1012,4627,0.751891074130106,0.218716230819105,0.533174843311001,1035,2979,4213,0.24566816995,0.707097080465,"AR"
"Arkansas","05107","Phillips County",2417,3623,6242,0.387215636014098,0.580422941364947,-0.193207305350849,4292,2443,6894,0.62257035103,0.354366115463,"AR"
"Arkansas","05109","Pike County",3519,644,4246,0.828780028261894,0.151672162034856,0.677107866227037,684,3150,3956,0.172901921132,0.796258847321,"AR"
"Arkansas","05111","Poinsett County",5918,1424,7521,0.78686344900944,0.189336524398351,0.597526924611089,1878,3149,5283,0.355479840999,0.596062843082,"AR"
"Arkansas","05113","Polk County",7035,1246,8490,0.828621908127208,0.146760895170789,0.681861012956419,1210,6606,8121,0.148996429011,0.813446619874,"AR"
"Arkansas","05115","Pope County",18081,5772,24432,0.740054027504912,0.236247544204322,0.503806483300589,4818,15694,21545,0.223624970991,0.728428869807,"AR"
"Arkansas","05117","Prairie County",2786,654,3495,0.797138769670959,0.187124463519313,0.610014306151645,812,2503,3404,0.238542890717,0.735311398355,"AR"
"Arkansas","05119","Pulaski County",63687,101947,169956,0.374726399774059,0.59984348890301,-0.225117089128951,89377,61182,157728,0.566652718604,0.387895617772,"AR"
"Arkansas","05121","Randolph County",5355,1215,6812,0.786112742219612,0.178361714621257,0.607751027598356,1425,4508,6313,0.225724695074,0.714082052907,"AR"
"Arkansas","05123","St. Francis County",3242,3604,7108,0.456105796285875,0.507034327518289,-0.0509285312324142,4031,3195,7412,0.543847814355,0.431057744199,"AR"
"Arkansas","05125","Saline County",39556,16060,56959,0.694464439333556,0.281957197282256,0.4125072420513,13247,35852,51971,0.254892151392,0.689846260414,"AR"
"Arkansas","05127","Scott County",2962,483,3551,0.834131230639257,0.136018023092087,0.69811320754717,507,2378,3017,0.168047729533,0.788200198873,"AR"
